instance lower_bound
instances/train/Correia_Random_2_3_0_2.txt 15160
instances/train/Correia_Random_1_2_8_10.txt 5300
instances/train/Correia_Random_2_1_8_2.txt 9940
instances/train/Correia_Random_2_1_3_8.txt 10180
instances/train/Correia_Random_1_2_5_3.txt 6290
instances/train/Correia_Random_2_2_4_2.txt 11730
instances/train/Correia_Random_2_3_11_1.txt 15010
instances/train/Correia_Random_1_3_7_5.txt 7230
instances/train/Correia_Random_1_2_3_6.txt 6070
instances/train/Correia_Random_2_1_5_6.txt 9730
instances/train/Correia_Random_2_3_3_8.txt 14610
instances/train/Correia_Random_2_3_8_8.txt 14610
instances/train/Correia_Random_2_3_10_4.txt 14930
instances/train/Correia_Random_2_1_1_4.txt 10580
instances/train/Correia_Random_2_1_9_2.txt 9940
instances/train/Correia_Random_2_1_2_1.txt 9570
instances/train/Correia_Random_1_1_1_9.txt 4840
instances/train/Correia_Random_2_1_9_4.txt 10580
instances/train/Correia_Random_1_1_2_8.txt 5290
instances/train/Correia_Random_2_2_8_7.txt 12050
instances/train/Correia_Random_2_3_6_6.txt 15510
instances/train/Correia_Random_1_3_10_8.txt 7480
instances/train/Correia_Random_2_2_10_6.txt 12410
instances/train/Correia_Random_1_3_0_6.txt 7690
instances/train/Correia_Random_2_2_7_5.txt 12100
instances/train/Correia_Random_2_3_8_6.txt 15510
instances/train/Correia_Random_1_2_1_6.txt 6070
instances/train/Correia_Random_2_1_6_7.txt 10060
instances/train/Correia_Random_2_1_7_4.txt 10580
instances/train/Correia_Random_1_2_6_6.txt 6070
instances/train/Correia_Random_1_3_9_1.txt 7450
instances/train/Correia_Random_2_2_0_6.txt 12410
instances/train/Correia_Random_2_1_11_4.txt 10580
instances/train/Correia_Random_1_2_4_1.txt 5900
instances/train/Correia_Random_2_2_5_1.txt 12130
instances/train/Correia_Random_2_2_8_9.txt 12180
instances/train/Correia_Random_1_3_11_8.txt 7480
instances/train/Correia_Random_2_3_10_1.txt 15010
instances/train/Correia_Random_1_2_4_3.txt 6290
instances/test/Correia_Random_1_2_0_3.txt 6290
instances/test/Correia_Random_1_1_9_7.txt 4920
instances/test/Correia_Random_1_1_6_7.txt 4920
instances/test/Correia_Random_1_3_7_4.txt 7580
instances/test/Correia_Random_1_1_2_4.txt 4610
instances/test/Correia_Random_1_2_10_4.txt 6240
instances/test/Correia_Random_1_2_10_2.txt 6020
instances/test/Correia_Random_1_3_8_8.txt 7480
instances/test/Correia_Random_1_3_10_3.txt 7660
instances/test/Correia_Random_1_2_6_10.txt 5300
instances/test/Correia_Random_2_1_9_8.txt 10180
instances/test/Correia_Random_1_3_6_2.txt 7580
instances/test/Correia_Random_1_3_7_6.txt 7690
instances/test/Correia_Random_2_3_2_2.txt 15160
instances/test/Correia_Random_2_3_1_4.txt 14930
instances/test/Correia_Random_1_2_3_5.txt 5990
instances/test/Correia_Random_2_2_5_7.txt 12050
instances/test/Correia_Random_1_1_1_10.txt 4980
instances/test/Correia_Random_1_3_8_1.txt 7450
instances/test/Correia_Random_1_2_9_3.txt 6290
instances/test/Correia_Random_1_2_0_4.txt 6240
instances/test/Correia_Random_2_1_6_5.txt 9820
instances/test/Correia_Random_1_2_1_10.txt 5300
instances/test/Correia_Random_2_2_7_10.txt 11590
instances/test/Correia_Random_1_3_10_9.txt 7410
instances/test/Correia_Random_1_2_2_6.txt 6070
instances/test/Correia_Random_2_2_4_10.txt 11590
instances/test/Correia_Random_2_1_8_3.txt 9370
instances/test/Correia_Random_1_1_11_7.txt 4920
instances/test/Correia_Random_1_3_6_3.txt 7660
instances/test/Correia_Random_2_1_9_5.txt 9820
instances/test/Correia_Random_2_1_7_6.txt 9730
instances/test/Correia_Random_1_3_2_3.txt 7660
instances/test/Correia_Random_2_2_9_10.txt 11590
instances/test/Correia_Random_2_3_0_5.txt 15180
instances/test/Correia_Random_2_3_4_4.txt 14930
instances/test/Correia_Random_2_3_11_5.txt 15180
instances/test/Correia_Random_2_3_3_5.txt 15180
instances/test/Correia_Random_2_1_1_7.txt 10060
instances/test/Correia_Random_2_2_1_2.txt 11730
instances/test/Correia_Random_1_1_8_5.txt 4730
instances/test/Correia_Random_2_1_4_9.txt 9860
instances/test/Correia_Random_2_3_7_8.txt 14610
instances/test/Correia_Random_2_2_7_7.txt 12050
instances/test/Correia_Random_2_2_2_7.txt 12050
instances/test/Correia_Random_2_2_10_5.txt 12100
instances/test/Correia_Random_1_1_10_4.txt 4610
instances/test/Correia_Random_2_3_5_4.txt 14930
instances/test/Correia_Random_1_2_9_9.txt 6060
instances/test/Correia_Random_2_2_5_9.txt 12180
instances/test/Correia_Random_2_2_11_8.txt 11640
instances/test/Correia_Random_1_1_10_7.txt 4920
instances/test/Correia_Random_2_2_8_4.txt 12200
instances/test/Correia_Random_1_1_0_7.txt 4920
instances/test/Correia_Random_1_3_9_10.txt 7390
instances/test/Correia_Random_2_1_6_4.txt 10580
instances/test/Correia_Random_1_1_5_5.txt 4730
instances/test/Correia_Random_1_3_0_8.txt 7480
instances/test/Correia_Random_2_1_3_10.txt 10580
instances/test/Correia_Random_1_3_9_8.txt 7480
instances/test/Correia_Random_2_1_3_6.txt 9730
instances/test/Correia_Random_1_3_1_9.txt 7410
instances/test/Correia_Random_2_3_0_1.txt 15010
instances/test/Correia_Random_2_3_9_10.txt 14870
instances/test/Correia_Random_1_3_1_10.txt 7390
instances/test/Correia_Random_1_2_4_2.txt 6020
instances/test/Correia_Random_2_1_10_1.txt 9570
instances/test/Correia_Random_2_2_6_8.txt 11640
instances/test/Correia_Random_1_2_7_4.txt 6240
instances/test/Correia_Random_1_1_3_8.txt 5290
instances/test/Correia_Random_1_2_1_5.txt 5990
instances/test/Correia_Random_2_1_0_8.txt 10180
instances/test/Correia_Random_1_1_9_3.txt 4900
instances/test/Correia_Random_1_1_4_5.txt 4730
instances/test/Correia_Random_1_3_11_7.txt 7550
instances/test/Correia_Random_2_1_1_1.txt 9570
instances/test/Correia_Random_1_3_4_3.txt 7660
instances/test/Correia_Random_2_2_1_10.txt 11590
instances/test/Correia_Random_1_2_4_5.txt 5990
instances/test/Correia_Random_2_2_2_4.txt 12200
instances/test/Correia_Random_1_2_7_7.txt 6060
instances/test/Correia_Random_1_1_2_5.txt 4730
instances/test/Correia_Random_2_1_11_5.txt 9820
instances/test/Correia_Random_1_2_8_5.txt 5990
instances/test/Correia_Random_1_2_2_1.txt 5900
instances/test/Correia_Random_2_3_8_5.txt 15180
instances/test/Correia_Random_1_1_7_9.txt 4840
instances/test/Correia_Random_2_3_1_6.txt 15510
instances/test/Correia_Random_2_2_9_4.txt 12200
instances/test/Correia_Random_2_1_4_4.txt 10580
instances/test/Correia_Random_1_1_1_8.txt 5290
instances/test/Correia_Random_2_3_10_9.txt 14900
instances/test/Correia_Random_2_3_3_2.txt 15160
instances/test/Correia_Random_1_1_3_10.txt 4980
instances/test/Correia_Random_1_3_4_9.txt 7410
instances/test/Correia_Random_1_2_6_1.txt 5900
instances/test/Correia_Random_2_3_10_8.txt 14610
instances/test/Correia_Random_1_3_5_6.txt 7690
instances/test/Correia_Random_2_2_0_1.txt 12130
instances/test/Correia_Random_1_3_11_5.txt 7230
instances/test/Correia_Random_1_2_11_7.txt 6060
instances/test/Correia_Random_2_2_3_5.txt 12100
instances/test/Correia_Random_1_2_8_7.txt 6060
instances/test/Correia_Random_2_1_0_7.txt 10060
instances/test/Correia_Random_2_1_2_3.txt 9370
instances/test/Correia_Random_2_1_5_7.txt 10060
instances/test/Correia_Random_1_3_3_5.txt 7230
instances/test/Correia_Random_2_3_6_3.txt 14880
instances/test/Correia_Random_2_3_7_2.txt 15160
instances/test/Correia_Random_1_1_0_10.txt 4980
instances/test/Correia_Random_2_3_2_10.txt 14870
instances/test/Correia_Random_1_2_5_5.txt 5990
instances/test/Correia_Random_2_2_0_8.txt 11640
instances/test/Correia_Random_2_1_8_10.txt 10580
instances/test/Correia_Random_2_3_4_8.txt 14610
instances/test/Correia_Random_2_3_5_5.txt 15180
instances/test/Correia_Random_2_1_5_8.txt 10180
instances/test/Correia_Random_2_3_8_4.txt 14930
instances/test/Correia_Random_1_3_0_7.txt 7550
instances/test/Correia_Random_2_2_8_5.txt 12100
instances/test/Correia_Random_2_2_10_10.txt 11590
instances/test/Correia_Random_2_1_2_7.txt 10060
instances/test/Correia_Random_1_1_8_6.txt 4910
instances/test/Correia_Random_1_2_3_1.txt 5900
instances/test/Correia_Random_2_2_3_7.txt 12050
instances/test/Correia_Random_2_3_6_7.txt 15070
instances/test/Correia_Random_1_3_3_1.txt 7450
instances/test/Correia_Random_1_2_5_4.txt 6240
instances/test/Correia_Random_1_3_5_7.txt 7550
instances/test/Correia_Random_1_1_6_6.txt 4910
instances/test/Correia_Random_2_1_10_2.txt 9940
instances/test/Correia_Random_2_3_11_2.txt 15160
instances/test/Correia_Random_2_3_9_3.txt 14880
instances/test/Correia_Random_1_1_7_1.txt 5140
instances/test/Correia_Random_1_1_5_10.txt 4980
instances/test/Correia_Random_1_3_2_8.txt 7480
instances/test/Correia_Random_2_2_4_7.txt 12050
instances/test/Correia_Random_2_1_11_3.txt 9370
instances/test/Correia_Random_2_2_11_7.txt 12050
instances/test/Correia_Random_1_2_11_3.txt 6290
instances/test/Correia_Random_1_1_11_2.txt 5610
instances/test/Correia_Random_2_2_6_1.txt 12130
instances/test/Correia_Random_2_1_7_3.txt 9370
instances/test/Correia_Random_1_1_4_10.txt 4980
